"","ARID3A","ARNT","ATF1","ATF2","ATF3","ATF4","BACH1","CEBPB","CEBPG","CREM","CTCF","CUX1","DEAF1","E2F1","E2F4","E2F6","E4F1","EBF1","EGR1","ELF1","ELF4","ELK1","ESRRA","ETS1","ETS2","FOXM1","GABPA","GATA1","GATA2","GMEB1","HES1","HMBOX1","IRF1","IRF2","IRF3","IRF4","IRF5","JUNB","JUND","LEF1","MAFK","MAX","MAZ","MEF2A","MEF2C","MEF2D","MEIS2","MITF","MYB","MYC","NFE2","NFYA","NR2F2","NR3C1","NRF1","PAX5","PAX8","POU5F1","RELA","REST","RFX1","RUNX1","RXRA","SMAD1","SP1","SPI1","SRF","STAT1","STAT3","STAT5A","TAL1","TBP","TCF7","TCF7L2","USF2","YY1"
"1",0.50575010360547,0.716793248945148,0.67402227050516,0.646420371529952,0.62823610631688,0.670824238644632,0.626865671641791,0.554568921011874,0.481395348837209,0.702928870292887,0.752766630183631,0.492086752637749,0.783905967450271,0.570706651220738,0.809005083514887,0.540322580645161,0.707920792079208,0.739405747686313,0.771968482905983,0.67745983935743,0.506530208522578,0.693634401320523,0.671973244147157,0.66194188518781,0.680323590814196,0.533101045296167,0.734247897421757,0.544665424827828,0.554739607895978,0.789388888888889,0.750177809388336,0.533604287399354,0.533438651922064,0.5152,0.646639388651543,0.648714740673339,0.624633431085044,0.579332310959066,0.585763562245218,0.531754574811625,0.556393442622951,0.696401370906321,0.765230386052304,0.453738910012674,0.459121877365632,0.488075429839157,0.596202236977752,0.744285714285714,0.603226842189758,0.703724797812963,0.639420908009679,0.714190093708166,0.648936170212766,0.608065290446471,0.743816254416961,0.728966521106259,0.625559508026725,0.511806981519507,0.698543233082707,0.687268689859363,0.670492806856443,0.593097856739989,0.62975845410628,0.505557348248539,0.781140723136989,0.67284478336696,0.486083600349549,0.626245276537272,0.6367850692354,0.582519675720457,0.696768982229402,0.503985454545455,0.447263648019435,0.522963870177587,0.741513201686266,0.622703518129411
"2",0.505387484459179,0.717215189873418,0.674837045084193,0.645794197453559,0.628696352548614,0.672695146034716,0.623880597014925,0.554224746171055,0.481545386346587,0.70412432755529,0.752401799829746,0.492819460726846,0.784810126582278,0.571021398439378,0.810094408133624,0.539426523297491,0.709158415841584,0.74184120798831,0.772769764957265,0.677376171352075,0.506287975130705,0.694036483683921,0.672374581939799,0.662296243798724,0.680845511482255,0.532105525136884,0.733972149455398,0.544605777840606,0.554470120595567,0.790055555555556,0.75124466571835,0.533270936971127,0.530805687203792,0.5136,0.646278356098442,0.64877161055505,0.623460410557185,0.579096378435767,0.585449984321104,0.531826336562612,0.557049180327869,0.696877380045697,0.765230386052304,0.453422053231939,0.457229371688115,0.486966167498613,0.596002704769928,0.744761904761905,0.603166639910098,0.704294338762957,0.63905179838412,0.71285140562249,0.648936170212766,0.608257321171387,0.741166077738516,0.729019452163557,0.625375739994487,0.513347022587269,0.699248120300752,0.6880088823094,0.672023262932354,0.59337986463621,0.629500805152979,0.505001613423685,0.781395348837209,0.673186745545943,0.485755898630935,0.626313981449674,0.637266706803131,0.582223800224865,0.696607431340872,0.503985454545455,0.447364869424388,0.522963870177587,0.741735078766363,0.622936982562003
"3",0.504506837961044,0.717299578059072,0.675380228136882,0.646837820914214,0.629501783454148,0.673110903232512,0.623880597014925,0.554052658750645,0.481582895723931,0.70412432755529,0.752888240301593,0.493405627198124,0.786618444846293,0.570920854188979,0.81118373275236,0.539426523297491,0.709158415841584,0.740379931807112,0.773170405982906,0.676957831325301,0.505924625042895,0.694480890506624,0.672508361204013,0.661853295535082,0.680845511482255,0.533101045296167,0.734178960430167,0.544574533715028,0.554470120595567,0.79,0.751066856330014,0.533219652289861,0.52711953659821,0.512,0.646158011914074,0.649169699727025,0.622873900293255,0.579096378435767,0.585449984321104,0.531395766056692,0.553770491803279,0.69759139375476,0.765130759651308,0.453422053231939,0.459878879636639,0.488075429839157,0.596390684062919,0.744285714285714,0.603166639910098,0.704636063332954,0.638682688758561,0.71285140562249,0.651595744680851,0.607873259721555,0.742932862190813,0.729019452163557,0.625769528634997,0.512833675564682,0.699718045112782,0.689119170984456,0.672635445362718,0.593697123519459,0.629887278582931,0.504911978774515,0.781887625190969,0.673118353110146,0.485537430818526,0.626588801099279,0.637627934978928,0.581691224332801,0.696445880452342,0.504029090909091,0.446825021931304,0.522963870177587,0.742178832926559,0.62326024100713
"4",0.50492125984252,0.717637130801688,0.675380228136882,0.647463994990607,0.629674375791048,0.673110903232512,0.62089552238806,0.553880571330236,0.481432858214554,0.704722056186491,0.753131460537517,0.493552168815944,0.786618444846293,0.570903368232388,0.812636165577342,0.539874551971326,0.711633663366337,0.739405747686313,0.773504273504274,0.678631191432396,0.505742949998991,0.694650188343844,0.673177257525084,0.661764705882353,0.681106471816284,0.532105525136884,0.735075141320833,0.54455465055501,0.553729030519437,0.790555555555556,0.750533428165007,0.533245294630494,0.527646129541864,0.512,0.645947409591431,0.649795268425842,0.622873900293255,0.579450277220715,0.585449984321104,0.531395766056692,0.552786885245902,0.697686595582635,0.765180572851806,0.453105196451204,0.461014383043149,0.487520798668885,0.596313088204321,0.743809523809524,0.603507786161503,0.704522155142955,0.638518640036091,0.71285140562249,0.646276595744681,0.607489198271723,0.742932862190813,0.729416435093291,0.625940170379218,0.514373716632444,0.699013157894737,0.689489267209474,0.672686460565248,0.593943880428652,0.630273752012882,0.504947832634183,0.782040400611102,0.673562903942824,0.485151471016604,0.626451391274476,0.637627934978928,0.581276998638973,0.696445880452342,0.504145454545455,0.446555098184763,0.521739130434783,0.742400710006656,0.623583499452257
"5",0.505232076253626,0.718396624472574,0.675380228136882,0.648925067835525,0.629271660338281,0.673006963933063,0.614925373134328,0.554052658750645,0.481395348837209,0.703526598924088,0.753131460537517,0.494284876905041,0.786618444846293,0.570780966536251,0.814088598402324,0.541218637992832,0.71039603960396,0.740867023867511,0.773771367521368,0.678212851405622,0.505319041563213,0.694819486181064,0.673578595317726,0.662207654145996,0.681106471816284,0.531607765057242,0.735557700261961,0.544429676303505,0.553661658694334,0.790666666666667,0.751778093883357,0.533373506333658,0.52711953659821,0.5104,0.64624827005235,0.650079617834395,0.622873900293255,0.578270614604223,0.584352461586704,0.531790455687119,0.551803278688525,0.697829398324448,0.764732254047323,0.452788339670469,0.459500378501136,0.489184692179701,0.596723237742626,0.744761904761905,0.603507786161503,0.705433420662946,0.638436615674855,0.71285140562249,0.648936170212766,0.607681228996639,0.74469964664311,0.729919280137621,0.625703897194912,0.513860369609856,0.698778195488722,0.689859363434493,0.673859810223447,0.593732374506486,0.630016103059581,0.505127101932523,0.78226107621796,0.673255137981739,0.485267987183222,0.626176571624871,0.637808549066827,0.58068524764779,0.696445880452342,0.504261818181818,0.44630204467238,0.520514390691978,0.743066341246949,0.623655334662285
"6",0.504973062577704,0.71915611814346,0.67524443237371,0.649759966604049,0.629501783454148,0.673526660430309,0.611940298507463,0.554259163655137,0.4807951987997,0.705319784817693,0.753739511127326,0.49443141852286,0.785714285714286,0.570759109090512,0.813725490196078,0.541218637992832,0.709158415841584,0.742328300048709,0.773571047008547,0.678798527443106,0.505258483215245,0.695327379692724,0.674515050167224,0.662296243798724,0.681367432150313,0.530114484818318,0.73562663725355,0.544480802959843,0.554133261470053,0.791111111111111,0.752311522048364,0.53325811580081,0.527646129541864,0.512,0.646218184006258,0.650022747952684,0.623460410557185,0.578152648342574,0.58403888366259,0.532436311445999,0.551147540983607,0.698638613861386,0.765031133250311,0.452788339670469,0.457229371688115,0.486966167498613,0.596878429459822,0.746190476190476,0.603327179322524,0.70600296161294,0.638682688758561,0.712182061579652,0.648936170212766,0.608449351896303,0.746466431095406,0.730369194124653,0.625638265754827,0.514373716632444,0.698778195488722,0.69059955588453,0.672992551780431,0.59352086858432,0.630209339774557,0.504768563335843,0.782481751824817,0.673973258557603,0.484918438683367,0.626176571624871,0.637326911499097,0.580981123143381,0.695638126009693,0.504858181818182,0.446217693501586,0.52112676056338,0.743731972487242,0.624032469514933
"7",0.505801906340655,0.718565400843882,0.675448126018468,0.648716343143394,0.629214129559314,0.674254235526453,0.614925373134328,0.554465668559628,0.480307576894224,0.705917513448894,0.753861121245288,0.494724501758499,0.785714285714286,0.570951454613014,0.814814814814815,0.541666666666667,0.705445544554455,0.743302484169508,0.773904914529915,0.678212851405622,0.505197924867276,0.69545435307064,0.675451505016722,0.661764705882353,0.681889352818372,0.529616724738676,0.735350889287192,0.544448139242994,0.553998517819848,0.791333333333333,0.752667140825036,0.533104261757013,0.52711953659821,0.512,0.646428786328901,0.650420837124659,0.624633431085044,0.577916715819276,0.584509250548761,0.532543954072479,0.550163934426229,0.698448210205636,0.765379825653798,0.451837769328264,0.457229371688115,0.485302273987798,0.596856259214508,0.745714285714286,0.603347246749077,0.706116869802939,0.638682688758561,0.71285140562249,0.651595744680851,0.608449351896303,0.747349823321555,0.730527987296546,0.625585760602759,0.513347022587269,0.698073308270677,0.689859363434493,0.672788490970309,0.593133107727016,0.630144927536232,0.505037467283353,0.782736377525038,0.673733885032315,0.485100495193708,0.625833047062865,0.637748344370861,0.580744422746908,0.696768982229402,0.504829090909091,0.446538227950604,0.519289650949173,0.743510095407144,0.624445521972595
"8",0.506060920016577,0.71957805907173,0.675787615426399,0.648298893759132,0.630134622022782,0.674462114125351,0.617910447761194,0.554224746171055,0.480195048762191,0.704722056186491,0.753739511127326,0.49457796014068,0.7875226039783,0.571043255885117,0.816267247639797,0.541218637992832,0.705445544554455,0.742328300048709,0.773838141025641,0.678631191432396,0.505278669331234,0.695327379692724,0.675585284280936,0.662207654145996,0.682019832985386,0.529616724738676,0.735488763270371,0.54449642553088,0.554268005120259,0.791833333333333,0.753378378378378,0.533463254525873,0.52711953659821,0.5136,0.646308442144533,0.650762056414923,0.624633431085044,0.578152648342574,0.585449984321104,0.532543954072479,0.550491803278689,0.699590632140137,0.765579078455791,0.450887198986058,0.457607872823618,0.483083749306711,0.597000365809048,0.745238095238095,0.603889067266014,0.706686410752933,0.638313579133002,0.71285140562249,0.650265957446808,0.609025444071051,0.75,0.730475056239248,0.625467624010606,0.512320328542094,0.697603383458647,0.692079940784604,0.672839506172839,0.592815848843768,0.630144927536232,0.505055394213187,0.782838227805126,0.673802277468112,0.485034954849985,0.625901751975266,0.637507525586996,0.580803597846026,0.697415185783522,0.505018181818182,0.446504487482286,0.518064911206369,0.74484135788773,0.624140222329975
"9",0.505439287194364,0.718902953586498,0.675651819663227,0.648298893759132,0.630019560464849,0.6745660534248,0.617910447761194,0.554259163655137,0.480307576894224,0.702331141661686,0.754225951599173,0.49457796014068,0.7875226039783,0.571135057157221,0.816630355846042,0.542114695340502,0.707920792079208,0.74135411592791,0.774305555555556,0.678463855421687,0.505359413795192,0.695729462056122,0.675451505016722,0.661764705882353,0.68241127348643,0.530612244897959,0.73569557424514,0.544492167047495,0.555076467021492,0.791833333333333,0.753378378378378,0.533694035591569,0.526592943654555,0.5136,0.646549130513268,0.651160145586897,0.626979472140762,0.578506547127521,0.586077140169332,0.532723358449946,0.550819672131148,0.699638233054075,0.765579078455791,0.452471482889734,0.456472369417108,0.483638380476983,0.596967110441077,0.745238095238095,0.604089741531546,0.706344686182937,0.638436615674855,0.713520749665328,0.650265957446808,0.608257321171387,0.754416961130742,0.730766177054387,0.625507002874657,0.512320328542094,0.699013157894737,0.692450037009622,0.672788490970309,0.593415115623237,0.630402576489533,0.505216736581693,0.783279579018842,0.674383613172383,0.485282551704049,0.626176571624871,0.637086092715232,0.580211846854844,0.696122778675283,0.504756363636364,0.446588838653081,0.517452541334966,0.745728866208121,0.624247975145017
"10",0.50492125984252,0.719240506329114,0.675516023900054,0.649759966604049,0.630134622022782,0.6745660534248,0.623880597014925,0.554224746171055,0.479782445611403,0.702331141661686,0.75337468077344,0.494284876905041,0.7875226039783,0.571170029070403,0.816267247639797,0.543010752688172,0.706683168316832,0.74135411592791,0.774505876068376,0.678631191432396,0.505480530491128,0.696110382189868,0.675986622073579,0.662473423104181,0.681367432150313,0.532603285216526,0.73569557424514,0.544448141179174,0.555884928922725,0.792555555555556,0.753378378378378,0.53397610133853,0.527646129541864,0.5168,0.647000421204645,0.651217015468608,0.626979472140762,0.578388580865872,0.586077140169332,0.533153928955867,0.552459016393443,0.700161843107388,0.766027397260274,0.451837769328264,0.455715367146101,0.482529118136439,0.597033621177018,0.746190476190476,0.604129876384652,0.707369859892926,0.638846737481032,0.71619812583668,0.652925531914894,0.607777244359097,0.756183745583039,0.731004366812227,0.625690770906895,0.512320328542094,0.699483082706767,0.691339748334567,0.673145597388022,0.593556119571348,0.630660225442834,0.505378078950199,0.783398404345612,0.674588790479773,0.485326245266531,0.625901751975266,0.637146297411198,0.579146695070714,0.695476575121163,0.504727272727273,0.446521357716445,0.515615431720759,0.747282005768804,0.624194098737496
