"","ENCFF012JXJ","ENCFF014RBU","ENCFF027VZK","ENCFF030NYG","ENCFF048JKT","ENCFF066XDW","ENCFF083KVY","ENCFF100ERQ","ENCFF103IOJ","ENCFF116EXQ","ENCFF127GYQ","ENCFF166OZW","ENCFF195PBG","ENCFF199FYD","ENCFF199WGD","ENCFF215YWS","ENCFF261ZWR","ENCFF303TVZ","ENCFF305ICK","ENCFF306SRV","ENCFF328QLX","ENCFF332PGQ","ENCFF339KUO","ENCFF341HWZ","ENCFF372DRC","ENCFF391DVL","ENCFF394DLH","ENCFF414JLN","ENCFF433PFN","ENCFF455YHJ","ENCFF461FGJ","ENCFF490VYC","ENCFF492YMU","ENCFF534CKB","ENCFF556JBS","ENCFF556PIY","ENCFF557HJB","ENCFF609KOY","ENCFF632MBO","ENCFF677KJB","ENCFF689AXJ","ENCFF710VEH","ENCFF711OSR","ENCFF721SDD","ENCFF761MGJ","ENCFF807AKG","ENCFF817QHW","ENCFF833FTF","ENCFF868VSY","ENCFF909FRA","ENCFF931XAL","ENCFF939TZS","ENCFF967ACD","ENCFF976ZVG"
"-16","0.8256567","0.5648253","0.5773127","0.7881936","0.8907784","0.8423127","0.8757873","0.6811205","0.7314316","0.5729709","0.3562119","0.6302540","0.8018186","0.7951854","0.8808524","0.7291889","0.5350038","0.8772112","0.4721186","0.6516089","0.5032506","0.8318342","0.8254593","0.9081852","0.8861057","0.7049632","0.8086272","0.9191304","0.8526943","0.3837795","0.8205128","0.7080253","0.6816729","0.7145442","0.8495879","0.6940908","0.8649406","0.5961230","0.6459605","0.8407791","0.4013883","0.7254017","0.8353746","0.5367830","0.7006186","0.7577757","0.8670034","0.7000000","0.6730070","0.5456351","0.9531099","0.4312652","0.8397161","0.9185578"
"-15","0.8254093","0.5656708","0.5773127","0.7883625","0.8904278","0.8428466","0.8751301","0.6803530","0.7308934","0.5723358","0.3561601","0.6307159","0.8014052","0.7962116","0.8821440","0.7281217","0.5350038","0.8772112","0.4724295","0.6519743","0.5029410","0.8323035","0.8260520","0.9068177","0.8857143","0.7049632","0.8090052","0.9191304","0.8524735","0.3856348","0.8196436","0.7082701","0.6819393","0.7144236","0.8486264","0.6940908","0.8650372","0.5966469","0.6456066","0.8409337","0.4001811","0.7256767","0.8361699","0.5380896","0.7006186","0.7581338","0.8668053","0.7000981","0.6736772","0.5452786","0.9531099","0.4314116","0.8402289","0.9177094"
"-14","0.8255330","0.5641206","0.5772239","0.7896293","0.8906031","0.8429287","0.8750753","0.6792018","0.7317008","0.5730979","0.3553843","0.6303464","0.8032651","0.7963826","0.8847272","0.7297225","0.5350038","0.8792924","0.4719113","0.6526823","0.5022334","0.8323817","0.8264330","0.9079898","0.8853229","0.7059533","0.8101391","0.9200000","0.8533569","0.3858998","0.8187744","0.7082211","0.6828272","0.7143934","0.8489011","0.6950288","0.8646508","0.5966469","0.6455181","0.8417066","0.3998793","0.7259517","0.8360108","0.5386123","0.7006186","0.7583428","0.8668053","0.7006129","0.6741669","0.5456861","0.9525286","0.4309431","0.8406067","0.9189820"
"-13","0.8258216","0.5644025","0.5774016","0.7894603","0.8902525","0.8431340","0.8761159","0.6788181","0.7327772","0.5725899","0.3553326","0.6307159","0.8030585","0.7970240","0.8853729","0.7305229","0.5357657","0.8766909","0.4724295","0.6529107","0.5024546","0.8332421","0.8268563","0.9079898","0.8861057","0.7068572","0.8109896","0.9200000","0.8551237","0.3866949","0.8200782","0.7072418","0.6828272","0.7151172","0.8489011","0.6954308","0.8650372","0.5961885","0.6466684","0.8421704","0.3985212","0.7265935","0.8366470","0.5387430","0.7006186","0.7584920","0.8672014","0.7004658","0.6745019","0.5447693","0.9527223","0.4316751","0.8410115","0.9194062"
"-12","0.8258216","0.5635569","0.5767795","0.7904738","0.8895512","0.8437500","0.8764445","0.6776669","0.7333154","0.5718278","0.3546602","0.6313626","0.8032651","0.7973661","0.8853729","0.7297225","0.5357657","0.8761707","0.4730514","0.6534588","0.5024103","0.8341807","0.8267717","0.9091619","0.8871494","0.7081486","0.8116983","0.9217391","0.8555654","0.3869600","0.8205128","0.7070949","0.6822056","0.7154489","0.8500000","0.6961008","0.8649406","0.5958610","0.6458720","0.8429433","0.3980685","0.7260434","0.8363289","0.5380896","0.7030928","0.7587607","0.8675975","0.7007110","0.6750689","0.5442600","0.9527223","0.4317044","0.8415243","0.9200424"
"-11","0.8255330","0.5636979","0.5765129","0.7901360","0.8895512","0.8443660","0.8762802","0.6765157","0.7327772","0.5708116","0.3545567","0.6312702","0.8026452","0.7977509","0.8856958","0.7302561","0.5350038","0.8766909","0.4725332","0.6533674","0.5026315","0.8344153","0.8271527","0.9091619","0.8870189","0.7083208","0.8120290","0.9243478","0.8549028","0.3877551","0.8218166","0.7077804","0.6818505","0.7154489","0.8508242","0.6955648","0.8652304","0.5956973","0.6470224","0.8432524","0.3980685","0.7264560","0.8366470","0.5408337","0.7022680","0.7590592","0.8676966","0.7011522","0.6751205","0.5443109","0.9534974","0.4313530","0.8419561","0.9198303"
"-10","0.8258216","0.5644025","0.5769128","0.7897982","0.8907784","0.8444070","0.8766636","0.6772832","0.7338536","0.5705576","0.3542981","0.6316397","0.8028518","0.7977509","0.8844043","0.7315902","0.5350038","0.8761707","0.4718076","0.6536187","0.5025430","0.8342589","0.8278300","0.9087712","0.8884540","0.7088373","0.8121471","0.9252174","0.8542403","0.3890803","0.8218166","0.7083191","0.6821169","0.7154790","0.8502747","0.6961008","0.8644575","0.5955991","0.6470224","0.8435616","0.3976158","0.7260892","0.8369652","0.5412257","0.7030928","0.7592980","0.8670034","0.7022800","0.6756875","0.5447693","0.9534974","0.4310895","0.8421450","0.9196182"
"-9","0.8255330","0.5655299","0.5772239","0.7894603","0.8913043","0.8445713","0.8763897","0.6795856","0.7333154","0.5699225","0.3533154","0.6321016","0.8028518","0.7982212","0.8847272","0.7323906","0.5351731","0.8761707","0.4721186","0.6533674","0.5025872","0.8351193","0.8288037","0.9077945","0.8883235","0.7100857","0.8130212","0.9252174","0.8540194","0.3904055","0.8222512","0.7093473","0.6825608","0.7155092","0.8495879","0.6963688","0.8643609","0.5950751","0.6466684","0.8446437","0.3980685","0.7263872","0.8364880","0.5417483","0.7055670","0.7595964","0.8670034","0.7022800","0.6760226","0.5446165","0.9529161","0.4312066","0.8432516","0.9189820"
"-8","0.8261927","0.5642616","0.5771350","0.7897137","0.8920056","0.8443249","0.8763350","0.6815042","0.7333154","0.5699225","0.3523844","0.6312240","0.8040918","0.7983495","0.8850500","0.7323906","0.5359350","0.8756504","0.4739842","0.6537100","0.5031180","0.8357450","0.8296080","0.9081852","0.8881931","0.7103009","0.8134937","0.9243478","0.8529152","0.3890803","0.8218166","0.7101307","0.6826496","0.7159615","0.8493132","0.6963688","0.8640711","0.5951734","0.6468454","0.8449529","0.3979176","0.7267539","0.8358518","0.5420097","0.7068041","0.7596561","0.8671024","0.7025987","0.6763834","0.5444637","0.9536911","0.4314994","0.8438723","0.9183457"
"-7","0.8268113","0.5636979","0.5766018","0.7914028","0.8925316","0.8446945","0.8763350","0.6818880","0.7335845","0.5717007","0.3519706","0.6303464","0.8038851","0.7988626","0.8866645","0.7331910","0.5358503","0.8766909","0.4731551","0.6535730","0.5031180","0.8356668","0.8293540","0.9077945","0.8880626","0.7108605","0.8138008","0.9234783","0.8531360","0.3882852","0.8235550","0.7100328","0.6822944","0.7165646","0.8494505","0.6965027","0.8632016","0.5949769","0.6474648","0.8449529","0.3991248","0.7265247","0.8352155","0.5425323","0.7059794","0.7598949","0.8665082","0.7027703","0.6768473","0.5445146","0.9538849","0.4316458","0.8441692","0.9181336"
"-6","0.8268937","0.5644025","0.5764685","0.7924162","0.8932328","0.8450641","0.8758968","0.6807368","0.7351991","0.5718278","0.3519189","0.6301617","0.8045051","0.7985205","0.8879561","0.7345251","0.5361043","0.8761707","0.4733624","0.6532761","0.5031622","0.8355886","0.8302007","0.9075991","0.8884540","0.7112909","0.8138953","0.9226087","0.8535777","0.3872250","0.8231204","0.7098859","0.6822056","0.7161425","0.8501374","0.6971727","0.8634915","0.5948787","0.6476418","0.8452620","0.3991248","0.7269831","0.8352155","0.5431857","0.7080412","0.7595666","0.8666072","0.7032606","0.6771824","0.5440562","0.9534974","0.4316458","0.8448978","0.9181336"
"-5","0.8271824","0.5651071","0.5773127","0.7927540","0.8935835","0.8455158","0.8760064","0.6815042","0.7343918","0.5711927","0.3519189","0.6300693","0.8045051","0.7986488","0.8882790","0.7347919","0.5364429","0.8756504","0.4733624","0.6534360","0.5028084","0.8350411","0.8303700","0.9074038","0.8896282","0.7111618","0.8146040","0.9208696","0.8549028","0.3872250","0.8248588","0.7101797","0.6819393","0.7161123","0.8497253","0.6974407","0.8635881","0.5950751","0.6479073","0.8455712","0.3982194","0.7267310","0.8352155","0.5438390","0.7068041","0.7595964","0.8662111","0.7033832","0.6776979","0.5439034","0.9538849","0.4317044","0.8453027","0.9168611"
"-4","0.8273886","0.5651071","0.5772683","0.7930918","0.8928822","0.8457622","0.8757325","0.6818880","0.7335845","0.5708116","0.3523327","0.6296074","0.8040918","0.7992047","0.8895706","0.7337247","0.5362736","0.8740895","0.4745025","0.6534588","0.5029410","0.8345718","0.8305393","0.9077945","0.8908023","0.7115062","0.8147693","0.9234783","0.8531360","0.3866949","0.8239896","0.7103756","0.6826496","0.7161123","0.8490385","0.6962348","0.8637813","0.5949769","0.6493231","0.8454166","0.3988230","0.7265247","0.8350565","0.5443617","0.7076289","0.7592084","0.8666072","0.7036038","0.6781103","0.5439544","0.9534974","0.4317629","0.8451138","0.9170732"
"-3","0.8273061","0.5651071","0.5774460","0.7930918","0.8921809","0.8464602","0.8756777","0.6822717","0.7311625","0.5720818","0.3530568","0.6297460","0.8036784","0.7994612","0.8898934","0.7307898","0.5364429","0.8735692","0.4741915","0.6537100","0.5035160","0.8344935","0.8309203","0.9072084","0.8911937","0.7117645","0.8147221","0.9243478","0.8531360","0.3856348","0.8235550","0.7103756","0.6824720","0.7169567","0.8489011","0.6958328","0.8632982","0.5947804","0.6499425","0.8451074","0.3991248","0.7268685","0.8350565","0.5437083","0.7096907","0.7590890","0.8666072","0.7036774","0.6784195","0.5434960","0.9531099","0.4318508","0.8449788","0.9164369"
"-2","0.8270999","0.5653890","0.5771350","0.7941052","0.8925316","0.8466245","0.8763350","0.6818880","0.7317008","0.5718278","0.3524361","0.6299307","0.8038851","0.7998888","0.8902163","0.7305229","0.5365276","0.8730489","0.4737769","0.6540297","0.5030295","0.8350411","0.8307933","0.9074038","0.8906719","0.7115923","0.8150528","0.9260870","0.8529152","0.3858998","0.8235550","0.7111590","0.6826496","0.7171979","0.8490385","0.6956988","0.8626220","0.5954026","0.6498540","0.8444891","0.3983703","0.7273269","0.8356927","0.5429243","0.7117526","0.7593278","0.8658150","0.7037509","0.6787288","0.5436997","0.9531099","0.4313823","0.8449788","0.9164369"
"-1","0.8273473","0.5655299","0.5776237","0.7942741","0.8930575","0.8464602","0.8759516","0.6807368","0.7319699","0.5718278","0.3524878","0.6295612","0.8038851","0.7995040","0.8898934","0.7307898","0.5369508","0.8714880","0.4748134","0.6544865","0.5028526","0.8351193","0.8310473","0.9083805","0.8909328","0.7119797","0.8155253","0.9269565","0.8520318","0.3864299","0.8213820","0.7112569","0.6837151","0.7170170","0.8495879","0.6944928","0.8625254","0.5954353","0.6495885","0.8441799","0.3986721","0.7274873","0.8360108","0.5443617","0.7105155","0.7597158","0.8663102","0.7043148","0.6788062","0.5442600","0.9527223","0.4314701","0.8450328","0.9170732"
"0","0.8273061","0.5652480","0.5776682","0.7942741","0.8934081","0.8467888","0.8756777","0.6807368","0.7322390","0.5714467","0.3528499","0.6294226","0.8042984","0.7994612","0.8911850","0.7310566","0.5371201","0.8720083","0.4742952","0.6542581","0.5025872","0.8353539","0.8315553","0.9085759","0.8905414","0.7115492","0.8161158","0.9260870","0.8522527","0.3877551","0.8209474","0.7106693","0.6830936","0.7172281","0.8501374","0.6940908","0.8628152","0.5963850","0.6490576","0.8441799","0.3983703","0.7272811","0.8347383","0.5448844","0.7101031","0.7595367","0.8660131","0.7039225","0.6781876","0.5450239","0.9527223","0.4319386","0.8453297","0.9174973"
"1","0.8271411","0.5639797","0.5769128","0.7943586","0.8941094","0.8467066","0.8760611","0.6811205","0.7322390","0.5711927","0.3534188","0.6289145","0.8045051","0.7992474","0.8921537","0.7305229","0.5367815","0.8704475","0.4753317","0.6542810","0.5024546","0.8348846","0.8314283","0.9095526","0.8896282","0.7116353","0.8159269","0.9278261","0.8515901","0.3885502","0.8209474","0.7107183","0.6826496","0.7165948","0.8494505","0.6931529","0.8628152","0.5966469","0.6488806","0.8444891","0.3982194","0.7276019","0.8336249","0.5454070","0.7101031","0.7595964","0.8661121","0.7037754","0.6783680","0.5453295","0.9534974","0.4319093","0.8456535","0.9187699"
"2","0.8272649","0.5631342","0.5766907","0.7936830","0.8935835","0.8463371","0.8761707","0.6811205","0.7322390","0.5701766","0.3536257","0.6290069","0.8051250","0.7991192","0.8918308","0.7302561","0.5364429","0.8694069","0.4750207","0.6543038","0.5021450","0.8348064","0.8313013","0.9105294","0.8908023","0.7117645","0.8160450","0.9278261","0.8515901","0.3888153","0.8218166","0.7108652","0.6822944","0.7162932","0.8493132","0.6940908","0.8621389","0.5968434","0.6482612","0.8434070","0.3986721","0.7276019","0.8333068","0.5455377","0.7088660","0.7595367","0.8657160","0.7039961","0.6786515","0.5455333","0.9533036","0.4313823","0.8456265","0.9191941"
"3","0.8272236","0.5636979","0.5768240","0.7937674","0.8932328","0.8463781","0.8761707","0.6811205","0.7317008","0.5703036","0.3545050","0.6289607","0.8036784","0.7986916","0.8934453","0.7286553","0.5364429","0.8688866","0.4736733","0.6545093","0.5022777","0.8350411","0.8311743","0.9105294","0.8904110","0.7117214","0.8163757","0.9269565","0.8515901","0.3885502","0.8218166","0.7100328","0.6828272","0.7160218","0.8495879","0.6936889","0.8620423","0.5969089","0.6469339","0.8440254","0.3988230","0.7280832","0.8333068","0.5446230","0.7129897","0.7592084","0.8659140","0.7033587","0.6786773","0.5456351","0.9529161","0.4319386","0.8455456","0.9191941"
"4","0.8271411","0.5627114","0.5762019","0.7936830","0.8942847","0.8461317","0.8761707","0.6815042","0.7322390","0.5697955","0.3548154","0.6291455","0.8042984","0.7989054","0.8921537","0.7286553","0.5362736","0.8688866","0.4746061","0.6545093","0.5016585","0.8347282","0.8311743","0.9109201","0.8897586","0.7109466","0.8163993","0.9286957","0.8511484","0.3877551","0.8226858","0.7106204","0.6834488","0.7164742","0.8498626","0.6943588","0.8618491","0.5969089","0.6474648","0.8435616","0.3989739","0.7282437","0.8323525","0.5447537","0.7121649","0.7591487","0.8658150","0.7032606","0.6782907","0.5458389","0.9536911","0.4314409","0.8459774","0.9206787"
"5","0.8267288","0.5611612","0.5755354","0.7935985","0.8935835","0.8457622","0.8766636","0.6815042","0.7300861","0.5703036","0.3547119","0.6296536","0.8063650","0.7985205","0.8915079","0.7278549","0.5361043","0.8688866","0.4735697","0.6542353","0.5018796","0.8346500","0.8309627","0.9111155","0.8893673","0.7110757","0.8158796","0.9278261","0.8507067","0.3880201","0.8235550","0.7105714","0.6828272","0.7167456","0.8498626","0.6924829","0.8621389","0.5963522","0.6468454","0.8434070","0.4001811","0.7281978","0.8329887","0.5452764","0.7125773","0.7592084","0.8658150","0.7031871","0.6781618","0.5463482","0.9536911","0.4314409","0.8455186","0.9208908"
"6","0.8267700","0.5605975","0.5754465","0.7931763","0.8932328","0.8458032","0.8768279","0.6834229","0.7311625","0.5718278","0.3548154","0.6296074","0.8063650","0.7989054","0.8902163","0.7281217","0.5367815","0.8694069","0.4728441","0.6543038","0.5021007","0.8348064","0.8308780","0.9105294","0.8896282","0.7116784","0.8160922","0.9278261","0.8496025","0.3866949","0.8222512","0.7110121","0.6823832","0.7167456","0.8504121","0.6931529","0.8624288","0.5963522","0.6461375","0.8430979","0.4003320","0.7277395","0.8333068","0.5454070","0.7121649","0.7589995","0.8659140","0.7030400","0.6778010","0.5455842","0.9540787","0.4311773","0.8451138","0.9204666"
"7","0.8270174","0.5603157","0.5756243","0.7929229","0.8927069","0.8458443","0.8766636","0.6838066","0.7306243","0.5725899","0.3551774","0.6286374","0.8071916","0.7992902","0.8902163","0.7283885","0.5369508","0.8694069","0.4725332","0.6544180","0.5026315","0.8342589","0.8307510","0.9105294","0.8892368","0.7120227","0.8161867","0.9286957","0.8489399","0.3848397","0.8218166","0.7103756","0.6819393","0.7168964","0.8509615","0.6938229","0.8619457","0.5963850","0.6457836","0.8427887","0.4000302","0.7276707","0.8331478","0.5448844","0.7113402","0.7587607","0.8651218","0.7030154","0.6780845","0.5452277","0.9536911","0.4315873","0.8447899","0.9202545"
"8","0.8270174","0.5615840","0.5750022","0.7930073","0.8930575","0.8459264","0.8766088","0.6830391","0.7314316","0.5724628","0.3557981","0.6283141","0.8073982","0.7991192","0.8892477","0.7297225","0.5362736","0.8683663","0.4735697","0.6538927","0.5024103","0.8345718","0.8301160","0.9105294","0.8885845","0.7126254","0.8158087","0.9304348","0.8489399","0.3858998","0.8218166","0.7100818","0.6824720","0.7170773","0.8508242","0.6944928","0.8620423","0.5961557","0.6462260","0.8426341","0.4001811","0.7279686","0.8323525","0.5446230","0.7134021","0.7585219","0.8650228","0.7025006","0.6782649","0.5442600","0.9538849","0.4307381","0.8450328","0.9196182"
"9","0.8270587","0.5615840","0.5753577","0.7924162","0.8923562","0.8457211","0.8759516","0.6807368","0.7308934","0.5729709","0.3563153","0.6293303","0.8067783","0.7986916","0.8882790","0.7294557","0.5361043","0.8694069","0.4730514","0.6537100","0.5030737","0.8344935","0.8300737","0.9103340","0.8881931","0.7121949","0.8158560","0.9295652","0.8500442","0.3848397","0.8226858","0.7099349","0.6814953","0.7174995","0.8509615","0.6934209","0.8613661","0.5966797","0.6465799","0.8430979","0.4012374","0.7280145","0.8320344","0.5439697","0.7142268","0.7581637","0.8646267","0.7029419","0.6781360","0.5447693","0.9533036","0.4298012","0.8444121","0.9200424"
"10","0.8275123","0.5628523","0.5755798","0.7927540","0.8914797","0.8455158","0.8758968","0.6818880","0.7317008","0.5730979","0.3562119","0.6291917","0.8051250","0.7986916","0.8879561","0.7299893","0.5347499","0.8699272","0.4722222","0.6537328","0.5029410","0.8337896","0.8298620","0.9103340","0.8884540","0.7120227","0.8155016","0.9295652","0.8498233","0.3851047","0.8239896","0.7094942","0.6802522","0.7171376","0.8515110","0.6935549","0.8616559","0.5962540","0.6465799","0.8420158","0.4021427","0.7279228","0.8323525","0.5443617","0.7146392","0.7582831","0.8642305","0.7029419","0.6786773","0.5441581","0.9534974","0.4297719","0.8439533","0.9202545"
"11","0.8279659","0.5631342","0.5753132","0.7923317","0.8918303","0.8454747","0.8755134","0.6818880","0.7311625","0.5727169","0.3559532","0.6290531","0.8051250","0.7979647","0.8882790","0.7307898","0.5342419","0.8720083","0.4716003","0.6540069","0.5037813","0.8330856","0.8304547","0.9111155","0.8878017","0.7118075","0.8157851","0.9295652","0.8500442","0.3851047","0.8231204","0.7092494","0.6803410","0.7165345","0.8506868","0.6934209","0.8622355","0.5956318","0.6467569","0.8420158","0.4016901","0.7281062","0.8325115","0.5444924","0.7138144","0.7574473","0.8648247","0.7031871","0.6781876","0.5442090","0.9534974","0.4296841","0.8434945","0.9200424"
"12","0.8280483","0.5624295","0.5753577","0.7917406","0.8914797","0.8451873","0.8753491","0.6811205","0.7306243","0.5734790","0.3558498","0.6294688","0.8057450","0.7974943","0.8889248","0.7302561","0.5341573","0.8730489","0.4698383","0.6540754","0.5040909","0.8327728","0.8301583","0.9117015","0.8863666","0.7113770","0.8154071","0.9304348","0.8502650","0.3845746","0.8239896","0.7091025","0.6801634","0.7170471","0.8512363","0.6932869","0.8623321","0.5960248","0.6458720","0.8415520","0.4012374","0.7286104","0.8321934","0.5446230","0.7150515","0.7576861","0.8648247","0.7029909","0.6780329","0.5439544","0.9536911","0.4299476","0.8435214","0.9202545"
"13","0.8282133","0.5621477","0.5758909","0.7914028","0.8913043","0.8451051","0.8746919","0.6788181","0.7290097","0.5732249","0.3562119","0.6291917","0.8073982","0.7975799","0.8889248","0.7283885","0.5344112","0.8714880","0.4699420","0.6540069","0.5032506","0.8332421","0.8303700","0.9105294","0.8866275","0.7108605","0.8152418","0.9304348","0.8502650","0.3835144","0.8235550","0.7096901","0.6803410","0.7168360","0.8506868","0.6926169","0.8621389","0.5958283","0.6448987","0.8424795","0.4012374","0.7282208","0.8310800","0.5447537","0.7142268","0.7571488","0.8653199","0.7030645","0.6777752","0.5438525","0.9538849","0.4299183","0.8431436","0.9189820"
"14","0.8282133","0.5624295","0.5758464","0.7903893","0.8909537","0.8446124","0.8741443","0.6784344","0.7284715","0.5734790","0.3562119","0.6289145","0.8078115","0.7971950","0.8889248","0.7283885","0.5338187","0.8688866","0.4702529","0.6538242","0.5036044","0.8331639","0.8298620","0.9105294","0.8863666","0.7109466","0.8150528","0.9295652","0.8507067","0.3829844","0.8231204","0.7094942","0.6806074","0.7167456","0.8504121","0.6928849","0.8624288","0.5956646","0.6443678","0.8420158","0.4010865","0.7280832","0.8317162","0.5443617","0.7150515","0.7572384","0.8654189","0.7028193","0.6774401","0.5440053","0.9538849","0.4303575","0.8427658","0.9187699"
"15","0.8281308","0.5611612","0.5756687","0.7899671","0.8907784","0.8450230","0.8737609","0.6784344","0.7295479","0.5737330","0.3563153","0.6285450","0.8076049","0.7970667","0.8886019","0.7281217","0.5343266","0.8688866","0.4701493","0.6530934","0.5033391","0.8335549","0.8294810","0.9105294","0.8859752","0.7100857","0.8148402","0.9269565","0.8518110","0.3853697","0.8231204","0.7095432","0.6807849","0.7166551","0.8494505","0.6938229","0.8618491","0.5961557","0.6443678","0.8420158","0.4021427","0.7279686","0.8318753","0.5448844","0.7142268","0.7571787","0.8657160","0.7025496","0.6771824","0.5433941","0.9538849","0.4300354","0.8429277","0.9189820"
"16","0.8281720","0.5614431","0.5754910","0.7899671","0.8906031","0.8446945","0.8731584","0.6784344","0.7292788","0.5730979","0.3570394","0.6281293","0.8078115","0.7974516","0.8863416","0.7281217","0.5344112","0.8683663","0.4705638","0.6524082","0.5028084","0.8335549","0.8292270","0.9099433","0.8844097","0.7092247","0.8145095","0.9278261","0.8513693","0.3853697","0.8213820","0.7097880","0.6808737","0.7162932","0.8501374","0.6924829","0.8612694","0.5956318","0.6446332","0.8407791","0.4009356","0.7277853","0.8313981","0.5443617","0.7125773","0.7573279","0.8654189","0.7028438","0.6767700","0.5432413","0.9536911","0.4304161","0.8428197","0.9185578"
"17","0.8281308","0.5621477","0.5755798","0.7898826","0.8914797","0.8446124","0.8725560","0.6792018","0.7263186","0.5729709","0.3575049","0.6279908","0.8084315","0.7971950","0.8847272","0.7259872","0.5340726","0.8694069","0.4708748","0.6515404","0.5024988","0.8323817","0.8293540","0.9093573","0.8841487","0.7087082","0.8140370","0.9269565","0.8518110","0.3851047","0.8209474","0.7089066","0.6812289","0.7155997","0.8501374","0.6911430","0.8623321","0.5951406","0.6447217","0.8421704","0.4006338","0.7273498","0.8315572","0.5447537","0.7113402","0.7568503","0.8654189","0.7024761","0.6762030","0.5433941","0.9544662","0.4308553","0.8425768","0.9181336"
"18","0.8282545","0.5627114","0.5756687","0.7902204","0.8911290","0.8442428","0.8719536","0.6784344","0.7260495","0.5746221","0.3565739","0.6283603","0.8080182","0.7966392","0.8850500","0.7251868","0.5345805","0.8709677","0.4712894","0.6512892","0.5034275","0.8315995","0.8292270","0.9099433","0.8844097","0.7080195","0.8141551","0.9260870","0.8511484","0.3872250","0.8213820","0.7085639","0.6818505","0.7152076","0.8498626","0.6906070","0.8621389","0.5953699","0.6439253","0.8415520","0.4004829","0.7270519","0.8317162","0.5454070","0.7117526","0.7562832","0.8656170","0.7021329","0.6760741","0.5437506","0.9542724","0.4304161","0.8426038","0.9181336"
"19","0.8284194","0.5622886","0.5754465","0.7903049","0.8902525","0.8437911","0.8716250","0.6780507","0.7247040","0.5748762","0.3567808","0.6287298","0.8071916","0.7964681","0.8853729","0.7246531","0.5352578","0.8704475","0.4709784","0.6509923","0.5032949","0.8310520","0.8285920","0.9097480","0.8834964","0.7067711","0.8138716","0.9278261","0.8504859","0.3874901","0.8218166","0.7085639","0.6811401","0.7148156","0.8497253","0.6892671","0.8620423","0.5960575","0.6441023","0.8415520","0.4012374","0.7267998","0.8317162","0.5455377","0.7113402","0.7561638","0.8654189","0.7017897","0.6760226","0.5435978","0.9546599","0.4301818","0.8418482","0.9187699"
"20","0.8285019","0.5621477","0.5749134","0.7893759","0.8893759","0.8433394","0.8711320","0.6780507","0.7236276","0.5751302","0.3577118","0.6287298","0.8069849","0.7961688","0.8837585","0.7246531","0.5356810","0.8704475","0.4708748","0.6507639","0.5032949","0.8301916","0.8275760","0.9099433","0.8832355","0.7063837","0.8131866","0.9286957","0.8502650","0.3874901","0.8209474","0.7086128","0.6809625","0.7142728","0.8491758","0.6888651","0.8624288","0.5955991","0.6434829","0.8423249","0.4013883","0.7266622","0.8306028","0.5456684","0.7105155","0.7558653","0.8654189","0.7012748","0.6754298","0.5424773","0.9533036","0.4298890","0.8416592","0.9189820"
"21","0.8278834","0.5617249","0.5750467","0.7900515","0.8890252","0.8431340","0.8711868","0.6768995","0.7233584","0.5751302","0.3575566","0.6284065","0.8067783","0.7958267","0.8827898","0.7235859","0.5350885","0.8720083","0.4714967","0.6501016","0.5033833","0.8301134","0.8270680","0.9097480","0.8816699","0.7055228","0.8125487","0.9260870","0.8507067","0.3877551","0.8213820","0.7082211","0.6802522","0.7140315","0.8480769","0.6888651","0.8614627","0.5958283","0.6435714","0.8421704","0.4012374","0.7265018","0.8307619","0.5455377","0.7109278","0.7562235","0.8651218","0.7010297","0.6749916","0.5426301","0.9534974","0.4296841","0.8408226","0.9200424"
"22","0.8278422","0.5615840","0.5751355","0.7883625","0.8893759","0.8423127","0.8700367","0.6768995","0.7247040","0.5756383","0.3581256","0.6278060","0.8061583","0.7954419","0.8824669","0.7249200","0.5353424","0.8730489","0.4713930","0.6498047","0.5037371","0.8290966","0.8267293","0.9091619","0.8814090","0.7053937","0.8117928","0.9252174","0.8504859","0.3898754","0.8196436","0.7082211","0.6801634","0.7136094","0.8482143","0.6885971","0.8612694","0.5955991","0.6429520","0.8415520","0.4024445","0.7267768","0.8304438","0.5451457","0.7109278","0.7564026","0.8649237","0.7004903","0.6741926","0.5426301","0.9542724","0.4287764","0.8405257","0.9198303"
"23","0.8279659","0.5607384","0.5749578","0.7887847","0.8890252","0.8420253","0.8694890","0.6757483","0.7238967","0.5750032","0.3585911","0.6276212","0.8057450","0.7948433","0.8818211","0.7235859","0.5362736","0.8730489","0.4708748","0.6491424","0.5036044","0.8279233","0.8260943","0.9095526","0.8807567","0.7048341","0.8110841","0.9252174","0.8507067","0.3896104","0.8174707","0.7081232","0.6800746","0.7135189","0.8483516","0.6883291","0.8620423","0.5955663","0.6435714","0.8417066","0.4030481","0.7266164","0.8304438","0.5450150","0.7101031","0.7560743","0.8650228","0.6999755","0.6739091","0.5425792","0.9534974","0.4285421","0.8398240","0.9206787"
