"","ENCFF012JXJ","ENCFF014RBU","ENCFF027VZK","ENCFF030NYG","ENCFF048JKT","ENCFF066XDW","ENCFF083KVY","ENCFF100ERQ","ENCFF103IOJ","ENCFF116EXQ","ENCFF127GYQ","ENCFF166OZW","ENCFF195PBG","ENCFF199FYD","ENCFF199WGD","ENCFF215YWS","ENCFF261ZWR","ENCFF303TVZ","ENCFF305ICK","ENCFF306SRV","ENCFF328QLX","ENCFF332PGQ","ENCFF339KUO","ENCFF341HWZ","ENCFF372DRC","ENCFF391DVL","ENCFF394DLH","ENCFF414JLN","ENCFF433PFN","ENCFF455YHJ","ENCFF461FGJ","ENCFF490VYC","ENCFF492YMU","ENCFF534CKB","ENCFF556JBS","ENCFF556PIY","ENCFF557HJB","ENCFF609KOY","ENCFF632MBO","ENCFF677KJB","ENCFF689AXJ","ENCFF710VEH","ENCFF711OSR","ENCFF721SDD","ENCFF761MGJ","ENCFF807AKG","ENCFF817QHW","ENCFF833FTF","ENCFF868VSY","ENCFF909FRA","ENCFF931XAL","ENCFF939TZS","ENCFF967ACD","ENCFF976ZVG"
"-150","0.7504433","0.5264938","0.5650493","0.6649776","0.7009116","0.7825230","0.7943480","0.6657713","0.6676534","0.5300394","0.3472639","0.5670670","0.7503616","0.6511737","0.7529868","0.6651547","0.5297554","0.8033299","0.4420605","0.5253842","0.5014374","0.7572937","0.6650157","0.8400078","0.7553816","0.5601997","0.6436182","0.8304348","0.8175795","0.4092234","0.7157757","0.6396220","0.6460664","0.6115618","0.7968407","0.6146322","0.8180852","0.5486427","0.6193257","0.6848045","0.4277954","0.5581124","0.8073803","0.5030707","0.6086598","0.6658408","0.8203605","0.5513851","0.5621794","0.5106448","0.8666925","0.4062308","0.6854506","0.8481442"
"-149","0.7514329","0.5270575","0.5648272","0.6648087","0.7010870","0.7832211","0.7953338","0.6657713","0.6671152","0.5308015","0.3475742","0.5669746","0.7501550","0.6514730","0.7533097","0.6638207","0.5300940","0.8022893","0.4424751","0.5259095","0.5016143","0.7579977","0.6659470","0.8411799","0.7561644","0.5610176","0.6444686","0.8304348","0.8178004","0.4086933","0.7153412","0.6405034","0.6459776","0.6121347","0.7975275","0.6171781","0.8187615","0.5483153","0.6208300","0.6852682","0.4273427","0.5588458","0.8075394","0.5020253","0.6103093","0.6659005","0.8208556","0.5519245","0.5623083","0.5108485","0.8670800","0.4064357","0.6859094","0.8485684"
"-148","0.7527937","0.5279030","0.5651382","0.6655688","0.7014376","0.7833443","0.7957172","0.6665388","0.6671152","0.5314366","0.3472122","0.5671132","0.7499483","0.6516441","0.7542783","0.6656884","0.5300093","0.8022893","0.4423715","0.5266403","0.5018796","0.7586234","0.6667513","0.8423520","0.7570776","0.5616633","0.6447993","0.8278261","0.8184629","0.4060429","0.7162103","0.6411399","0.6465992","0.6131600","0.7990385","0.6182500","0.8186649","0.5495596","0.6221573","0.6863503","0.4277954","0.5590979","0.8072213","0.5034627","0.6094845","0.6669154","0.8204595","0.5526109","0.5626434","0.5112051","0.8682426","0.4063772","0.6864491","0.8496288"
"-147","0.7535359","0.5293123","0.5659380","0.6661600","0.7023142","0.7837960","0.7963744","0.6665388","0.6684607","0.5311825","0.3474191","0.5674365","0.7507750","0.6523282","0.7539554","0.6664888","0.5312791","0.8038502","0.4438226","0.5278279","0.5020123","0.7589363","0.6680637","0.8425474","0.7582518","0.5628686","0.6453899","0.8252174","0.8184629","0.4055129","0.7166449","0.6419723","0.6473095","0.6136124","0.7989011","0.6185180","0.8195343","0.5502800","0.6217149","0.6877415","0.4276445","0.5598313","0.8073803","0.5046387","0.6119588","0.6675721","0.8216479","0.5530522","0.5634166","0.5114088","0.8676613","0.4058794","0.6869889","0.8498409"
"-146","0.7544844","0.5295941","0.5660713","0.6667511","0.7019635","0.7838371","0.7963744","0.6650038","0.6684607","0.5324527","0.3473156","0.5680831","0.7509816","0.6528413","0.7549241","0.6662220","0.5312791","0.8054110","0.4443408","0.5285130","0.5019238","0.7600313","0.6685293","0.8423520","0.7592955","0.5632990","0.6460750","0.8269565","0.8193463","0.4031275","0.7162103","0.6421681","0.6481087","0.6140949","0.7993132","0.6182500","0.8200174","0.5515243","0.6222458","0.6885145","0.4283990","0.5605647","0.8081756","0.5042467","0.6115464","0.6681094","0.8219449","0.5540329","0.5642671","0.5112051","0.8676613","0.4063772","0.6875557","0.8489926"
"-145","0.7546905","0.5304397","0.5668266","0.6670889","0.7030154","0.7843298","0.7965935","0.6657713","0.6708827","0.5321987","0.3470053","0.5682217","0.7503616","0.6534399","0.7555699","0.6683565","0.5316177","0.8043704","0.4437189","0.5292667","0.5025430","0.7607352","0.6684447","0.8423520","0.7607306","0.5649348","0.6468782","0.8260870","0.8195671","0.4049828","0.7170795","0.6423150","0.6494406","0.6141250","0.7998626","0.6185180","0.8208869","0.5519500","0.6225998","0.6888236","0.4288517","0.5614586","0.8072213","0.5038547","0.6111340","0.6687362","0.8229352","0.5546948","0.5653238","0.5113578","0.8674675","0.4068164","0.6881764","0.8489926"
"-144","0.7555977","0.5305806","0.5667378","0.6686935","0.7014376","0.7843709","0.7974697","0.6650038","0.6722282","0.5330878","0.3477294","0.5695612","0.7513949","0.6543379","0.7562157","0.6691569","0.5321256","0.8038502","0.4425788","0.5297463","0.5024988","0.7622214","0.6698840","0.8423520","0.7615134","0.5654944","0.6476577","0.8269565","0.8197880","0.4055129","0.7175141","0.6429516","0.6498846","0.6152408","0.7995879","0.6201260","0.8217564","0.5525066","0.6229537","0.6903695","0.4303606","0.5624671","0.8081756","0.5041160","0.6111340","0.6687959","0.8243216","0.5546703","0.5660197","0.5117653","0.8682426","0.4074313","0.6890400","0.8489926"
"-143","0.7567111","0.5308625","0.5674487","0.6698759","0.7026648","0.7847815","0.7977983","0.6657713","0.6749193","0.5338499","0.3480397","0.5701617","0.7503616","0.6544662","0.7555699","0.6715582","0.5318717","0.8028096","0.4422678","0.5303172","0.5028084","0.7630817","0.6704767","0.8423520","0.7624266","0.5659248","0.6482720","0.8286957","0.8204505","0.4044527","0.7192525","0.6428536","0.6502397","0.6155725","0.8002747","0.6198580","0.8228191","0.5527358","0.6239271","0.6919153","0.4311151","0.5633151","0.8078575","0.5033320","0.6119588","0.6694526","0.8245197","0.5551361","0.5663290","0.5116634","0.8690176","0.4074898","0.6899306","0.8492047"
"-142","0.7573296","0.5317080","0.5679374","0.6708893","0.7040673","0.7846994","0.7979626","0.6676899","0.6757266","0.5343579","0.3475742","0.5712702","0.7495350","0.6548082","0.7558928","0.6723586","0.5328875","0.8012487","0.4423715","0.5311165","0.5027641","0.7637075","0.6711117","0.8433288","0.7638617","0.5670440","0.6490988","0.8278261","0.8208922","0.4044527","0.7201217","0.6429026","0.6508613","0.6160550","0.8008242","0.6206619","0.8228191","0.5529651","0.6232192","0.6926882","0.4305115","0.5637047","0.8070622","0.5033320","0.6127835","0.6701988","0.8247178","0.5558470","0.5672053","0.5121218","0.8701802","0.4078705","0.6904704","0.8496288"
"-141","0.7578244","0.5321308","0.5682485","0.6716494","0.7037167","0.7848637","0.7985651","0.6680737","0.6765339","0.5338499","0.3476259","0.5709007","0.7487084","0.6560055","0.7581531","0.6734258","0.5324642","0.8028096","0.4430970","0.5315961","0.5023661","0.7645679","0.6718737","0.8439148","0.7652968","0.5677328","0.6498311","0.8269565","0.8211131","0.4028624","0.7205563","0.6437840","0.6520156","0.6164772","0.8012363","0.6207959","0.8232055","0.5529978","0.6240156","0.6936157","0.4306624","0.5645527","0.8073803","0.5033320","0.6115464","0.6709152","0.8250149","0.5564354","0.5673600","0.5121728","0.8711490","0.4078997","0.6907673","0.8489926"
"-140","0.7581131","0.5325536","0.5684706","0.6727472","0.7030154","0.7848226","0.7987294","0.6680737","0.6762648","0.5337229","0.3478846","0.5709931","0.7485018","0.6572455","0.7581531","0.6731590","0.5329721","0.8022893","0.4435116","0.5325096","0.5025872","0.7651936","0.6731013","0.8448916","0.7658187","0.5689811","0.6510123","0.8278261","0.8224382","0.4012722","0.7192525","0.6445674","0.6521044","0.6169898","0.8008242","0.6210639","0.8229157","0.5534562","0.6242810","0.6946978","0.4305115","0.5651028","0.8083347","0.5026787","0.6123711","0.6709450","0.8249158","0.5568522","0.5675662","0.5125293","0.8719240","0.4082218","0.6918468","0.8492047"
"-139","0.7583605","0.5333991","0.5681152","0.6723250","0.7030154","0.7846994","0.7990580","0.6665388","0.6762648","0.5347390","0.3484018","0.5718707","0.7493284","0.6580579","0.7581531","0.6728922","0.5333108","0.8012487","0.4433043","0.5332176","0.5027199","0.7658193","0.6734400","0.8458683","0.7667319","0.5698851","0.6517682","0.8313043","0.8231007","0.4007421","0.7209909","0.6448122","0.6526372","0.6170200","0.8013736","0.6214659","0.8238818","0.5534890","0.6237501","0.6954707","0.4302097","0.5659737","0.8094481","0.5026787","0.6127835","0.6718703","0.8256090","0.5576612","0.5682363","0.5128858","0.8723116","0.4082511","0.6917928","0.8498409"
"-138","0.7596800","0.5342446","0.5680263","0.6725783","0.7045933","0.7846583","0.7997700","0.6673062","0.6770721","0.5346120","0.3488156","0.5725173","0.7485018","0.6589131","0.7597675","0.6742263","0.5344112","0.8022893","0.4426824","0.5344737","0.5029410","0.7664451","0.6739057","0.8464544","0.7679061","0.5715639","0.6522643","0.8304348","0.8235424","0.4007421","0.7214255","0.6451550","0.6526372","0.6173517","0.8016484","0.6209299","0.8241716","0.5534562","0.6248120","0.6956253","0.4303606","0.5663175","0.8104024","0.5032014","0.6131959","0.6721987","0.8265003","0.5582496","0.5688549","0.5136498","0.8736679","0.4084268","0.6925485","0.8506893"
"-137","0.7607934","0.5341037","0.5681596","0.6728317","0.7051192","0.7855207","0.8008106","0.6684574","0.6778794","0.5348660","0.3492293","0.5731178","0.7487084","0.6597682","0.7613820","0.6750267","0.5344112","0.8054110","0.4434080","0.5348391","0.5036929","0.7665233","0.6745407","0.8476265","0.7684279","0.5717360","0.6531620","0.8330435","0.8235424","0.4012722","0.7218601","0.6460853","0.6528148","0.6175628","0.8021978","0.6201260","0.8248478","0.5542421","0.6252544","0.6963982","0.4305115","0.5667530","0.8100843","0.5037240","0.6131959","0.6724673","0.8264013","0.5586418","0.5695250","0.5133951","0.8736679","0.4078705","0.6928724","0.8513256"
"-136","0.7618655","0.5336809","0.5681152","0.6737607","0.7061711","0.7859313","0.8016868","0.6684574","0.6768030","0.5335958","0.3497466","0.5736259","0.7485018","0.6603669","0.7626736","0.6744931","0.5346652","0.8048907","0.4439262","0.5354101","0.5034718","0.7670708","0.6749217","0.8480172","0.7703849","0.5729844","0.6542250","0.8347826","0.8244258","0.4012722","0.7227292","0.6466239","0.6531700","0.6177437","0.8024725","0.6199920","0.8251377","0.5542094","0.6256084","0.6959345","0.4314169","0.5679219","0.8110387","0.5029400","0.6148454","0.6724076","0.8265993","0.5598676","0.5708395","0.5136498","0.8738617","0.4083975","0.6935201","0.8523860"
"-135","0.7625253","0.5325536","0.5681152","0.6734229","0.7059958","0.7853564","0.8018511","0.6676899","0.6759957","0.5342309","0.3501086","0.5739030","0.7495350","0.6607945","0.7633193","0.6742263","0.5345805","0.8048907","0.4441335","0.5363007","0.5034275","0.7676183","0.6752180","0.8489939","0.7719504","0.5735009","0.6548392","0.8356522","0.8255300","0.4023324","0.7231638","0.6475053","0.6542355","0.6189801","0.8028846","0.6194560","0.8253309","0.5544713","0.6252544","0.6973257","0.4309642","0.5683344","0.8116749","0.5026787","0.6148454","0.6732135","0.8271935","0.5606276","0.5709426","0.5137007","0.8746367","0.4087781","0.6941138","0.8538706"
"-134","0.7635974","0.5331172","0.5688705","0.6744363","0.7065217","0.7852332","0.8020702","0.6673062","0.6762648","0.5349930","0.3507293","0.5742725","0.7501550","0.6613503","0.7646109","0.6734258","0.5344959","0.8043704","0.4437189","0.5372142","0.5036929","0.7681658","0.6759377","0.8491893","0.7720809","0.5744910","0.6551700","0.8356522","0.8264134","0.4023324","0.7257714","0.6481418","0.6545907","0.6195531","0.8034341","0.6201260","0.8262004","0.5552572","0.6255199","0.6973257","0.4309642","0.5691825","0.8110387","0.5038547","0.6152577","0.6732434","0.8277877","0.5607992","0.5712776","0.5143119","0.8756055","0.4093930","0.6948425","0.8538706"
"-133","0.7642984","0.5333991","0.5694926","0.6756186","0.7075736","0.7861367","0.8028370","0.6661550","0.6776103","0.5353741","0.3508845","0.5746420","0.7489151","0.6616496","0.7642880","0.6768943","0.5343266","0.8048907","0.4443408","0.5381734","0.5036487","0.7684787","0.6775887","0.8503614","0.7726027","0.5757824","0.6555716","0.8365217","0.8253092","0.4028624","0.7240330","0.6493659","0.6553898","0.6199150","0.8037088","0.6198580","0.8265868","0.5555847","0.6256968","0.6967074","0.4308133","0.5700534","0.8111977","0.5042467","0.6164948","0.6739896","0.8278867","0.5616328","0.5718446","0.5144647","0.8775431","0.4098615","0.6957871","0.8553552"
"-132","0.7648344","0.5333991","0.5694481","0.6765476","0.7077489","0.7868758","0.8031656","0.6676899","0.6770721","0.5351200","0.3511948","0.5746882","0.7509816","0.6622055","0.7646109","0.6766275","0.5343266","0.8074922","0.4438226","0.5390184","0.5040467","0.7686351","0.6785200","0.8513382","0.7732551","0.5764711","0.6563275","0.8382609","0.8264134","0.4020673","0.7253368","0.6497087","0.6561002","0.6203673","0.8035714","0.6199920","0.8267800","0.5558794","0.6258738","0.6979440","0.4305115","0.5707181","0.8108796","0.5056840","0.6164948","0.6744373","0.8278867","0.5626624","0.5728240","0.5146175","0.8775431","0.4099493","0.6969476","0.8566278"
"-131","0.7649581","0.5338219","0.5691371","0.6771388","0.7091515","0.7870811","0.8037680","0.6688411","0.6778794","0.5361362","0.3514534","0.5757968","0.7524282","0.6624193","0.7649338","0.6768943","0.5347499","0.8074922","0.4443408","0.5396579","0.5040467","0.7683223","0.6799170","0.8529010","0.7744292","0.5780207","0.6570362","0.8417391","0.8279594","0.4004771","0.7257714","0.6502962","0.6558338","0.6210006","0.8042582","0.6201260","0.8279393","0.5561086","0.6264047","0.7002628","0.4320205","0.5706493","0.8110387","0.5054227","0.6152577","0.6751239","0.8282828","0.5633979","0.5727209","0.5146684","0.8787057","0.4103300","0.6975144","0.8581124"
"-130","0.7653293","0.5352311","0.5692704","0.6773077","0.7100281","0.7877792","0.8042609","0.6673062","0.6792250","0.5351200","0.3509879","0.5759815","0.7532548","0.6628041","0.7659025","0.6760939","0.5351731","0.8095734","0.4451700","0.5408226","0.5041352","0.7687916","0.6808484","0.8534870","0.7753425","0.5781068","0.6578394","0.8417391","0.8279594","0.4015372","0.7270752","0.6514224","0.6558338","0.6212418","0.8060440","0.6206619","0.8284224","0.5564033","0.6262278","0.7011903","0.4321714","0.5713827","0.8118339","0.5062067","0.6169072","0.6759596","0.8289760","0.5643050","0.5737261","0.5151268","0.8788994","0.4104471","0.6985399","0.8579003"
"-129","0.7668550","0.5362176","0.5693593","0.6787433","0.7102034","0.7878203","0.8047538","0.6673062","0.6800323","0.5353741","0.3509879","0.5771824","0.7551147","0.6646855","0.7681627","0.6774280","0.5355117","0.8090531","0.4464138","0.5419417","0.5044890","0.7691826","0.6809754","0.8544638","0.7762557","0.5798287","0.6588080","0.8408696","0.8295053","0.4023324","0.7288136","0.6526955","0.6564553","0.6216942","0.8061813","0.6210639","0.8279393","0.5565343","0.6266702","0.7018086","0.4326241","0.5722308","0.8123111","0.5063374","0.6181443","0.6760492","0.8287780","0.5649914","0.5746282","0.5148722","0.8794807","0.4109449","0.6993766","0.8581124"
"-128","0.7676797","0.5370631","0.5695814","0.6800101","0.7114306","0.7887648","0.8060135","0.6665388","0.6794941","0.5365172","0.3507810","0.5785681","0.7553213","0.6653696","0.7691314","0.6768943","0.5361043","0.8100937","0.4464138","0.5423756","0.5055062","0.7695737","0.6816527","0.8542684","0.7766471","0.5806035","0.6600836","0.8400000","0.8299470","0.4018023","0.7296827","0.6538706","0.6565441","0.6223877","0.8064560","0.6199920","0.8290986","0.5571892","0.6277321","0.7013449","0.4315678","0.5730559","0.8124702","0.5068601","0.6214433","0.6767357","0.8295702","0.5653101","0.5749633","0.5161964","0.8808370","0.4112669","0.7006180","0.8585366"
"-127","0.7688343","0.5364994","0.5696703","0.6801790","0.7128331","0.7890933","0.8066707","0.6665388","0.6786868","0.5374063","0.3500052","0.5798152","0.7573879","0.6659255","0.7717146","0.6766275","0.5359350","0.8100937","0.4461028","0.5436545","0.5060811","0.7702777","0.6826264","0.8548545","0.7769080","0.5823684","0.6613357","0.8391304","0.8303887","0.4012722","0.7327249","0.6543113","0.6564553","0.6230512","0.8068681","0.6203939","0.8302579","0.5578113","0.6277321","0.7016540","0.4309642","0.5741560","0.8124702","0.5067294","0.6239175","0.6774819","0.8310557","0.5663398","0.5756076","0.5166039","0.8814183","0.4112669","0.7009959","0.8595970"
"-126","0.7689167","0.5363585","0.5696703","0.6810236","0.7126578","0.7900378","0.8072184","0.6669225","0.6778794","0.5375333","0.3504190","0.5801386","0.7580079","0.6662676","0.7730061","0.6760939","0.5350885","0.8095734","0.4468284","0.5446594","0.5067445","0.7702777","0.6838540","0.8566126","0.7783431","0.5832293","0.6622806","0.8391304","0.8303887","0.4004771","0.7331595","0.6546051","0.6558338","0.6236543","0.8074176","0.6213319","0.8312240","0.5583680","0.6274666","0.7024270","0.4312660","0.5751644","0.8121521","0.5059454","0.6239175","0.6780192","0.8315508","0.5670017","0.5765097","0.5171641","0.8827747","0.4118525","0.7016706","0.8610817"
"-125","0.7697415","0.5362176","0.5699813","0.6816147","0.7145863","0.7906127","0.8076017","0.6661550","0.6781485","0.5394386","0.3502638","0.5801386","0.7586278","0.6669945","0.7733290","0.6752935","0.5352578","0.8100937","0.4458955","0.5449563","0.5072310","0.7698084","0.6855050","0.8571987","0.7800391","0.5845207","0.6627294","0.8400000","0.8308304","0.4025974","0.7344633","0.6552416","0.6553898","0.6240765","0.8083791","0.6217339","0.8317071","0.5589901","0.6279090","0.7038182","0.4326241","0.5762646","0.8111977","0.5071214","0.6259794","0.6793624","0.8321450","0.5677127","0.5772829","0.5181318","0.8831622","0.4121453","0.7023993","0.8619300"
"-124","0.7706899","0.5366404","0.5698925","0.6823748","0.7149369","0.7909412","0.8080399","0.6665388","0.6773412","0.5399467","0.3497466","0.5804157","0.7590411","0.6683200","0.7746206","0.6742263","0.5351731","0.8106139","0.4464138","0.5455500","0.5068772","0.7698866","0.6870290","0.8581754","0.7810828","0.5860273","0.6640760","0.8426087","0.8295053","0.4023324","0.7353325","0.6552906","0.6555674","0.6247701","0.8085165","0.6211979","0.8327698","0.5592521","0.6290594","0.7044365","0.4333786","0.5769751","0.8113568","0.5079054","0.6263918","0.6799296","0.8328382","0.5689630","0.5779530","0.5189977","0.8843247","0.4121746","0.7027501","0.8627784"
"-123","0.7709373","0.5390361","0.5703368","0.6833038","0.7145863","0.7912697","0.8084780","0.6684574","0.6781485","0.5407088","0.3488156","0.5814319","0.7604877","0.6693462","0.7759122","0.6747599","0.5361889","0.8126951","0.4477612","0.5461895","0.5075406","0.7703559","0.6880450","0.8593475","0.7817352","0.5866730","0.6649973","0.8426087","0.8295053","0.4004771","0.7353325","0.6563189","0.6559226","0.6252526","0.8090659","0.6229398","0.8327698","0.5594158","0.6293248","0.7058278","0.4335295","0.5781211","0.8135836","0.5069907","0.6276289","0.6808250","0.8327392","0.5695514","0.5789324","0.5200163","0.8852935","0.4120282","0.7036137","0.8632025"
"-122","0.7720506","0.5383315","0.5707367","0.6847395","0.7168654","0.7915982","0.8084780","0.6692249","0.6797632","0.5410898","0.3485569","0.5814781","0.7609010","0.6704579","0.7765580","0.6755603","0.5365276","0.8132154","0.4474502","0.5471487","0.5082924","0.7707470","0.6891457","0.8595429","0.7831703","0.5877061","0.6665328","0.8434783","0.8301678","0.3999470","0.7366362","0.6573471","0.6560114","0.6254938","0.8101648","0.6228058","0.8327698","0.5598743","0.6295903","0.7067553","0.4338313","0.5790378","0.8142198","0.5075134","0.6301031","0.6813325","0.8329372","0.5700417","0.5795252","0.5197616","0.8860686","0.4124089","0.7041265","0.8638388"
"-121","0.7730815","0.5388952","0.5706478","0.6854995","0.7186185","0.7917625","0.8093543","0.6703761","0.6789559","0.5422329","0.3483501","0.5821709","0.7615210","0.6709711","0.7768809","0.6742263","0.5365276","0.8147763","0.4491086","0.5471944","0.5085136","0.7710598","0.6893150","0.8609103","0.7856491","0.5893849","0.6674069","0.8443478","0.8297261","0.4004771","0.7348979","0.6575430","0.6557450","0.6258557","0.8111264","0.6236098","0.8336393","0.5600380","0.6303867","0.7079920","0.4336804","0.5795650","0.8139017","0.5088201","0.6301031","0.6818399","0.8335314","0.5701888","0.5798603","0.5208312","0.8860686","0.4123796","0.7045583","0.8655355"
"-120","0.7731640","0.5391770","0.5706034","0.6872730","0.7194951","0.7922553","0.8103401","0.6703761","0.6792250","0.5429950","0.3484535","0.5832333","0.7625542","0.6725959","0.7778495","0.6744931","0.5371201","0.8158169","0.4497305","0.5480394","0.5081597","0.7719202","0.6908814","0.8614964","0.7866928","0.5901167","0.6680919","0.8434783","0.8303887","0.4015372","0.7357671","0.6575919","0.6557450","0.6265794","0.8119505","0.6226718","0.8345087","0.5603982","0.6302097","0.7081465","0.4353403","0.5804818","0.8140608","0.5094734","0.6276289","0.6828846","0.8340265","0.5711204","0.5808655","0.5213915","0.8864561","0.4131994","0.7049901","0.8674443"
"-119","0.7738238","0.5391770","0.5706034","0.6888776","0.7205470","0.7929944","0.8112164","0.6699923","0.6794941","0.5432491","0.3479880","0.5836952","0.7635875","0.6739642","0.7791411","0.6755603","0.5380513","0.8163371","0.4501451","0.5489757","0.5088674","0.7727806","0.6912624","0.8618871","0.7873451","0.5910637","0.6692495","0.8443478","0.8310512","0.4023324","0.7370708","0.6578857","0.6553010","0.6272730","0.8120879","0.6236098","0.8347020","0.5607911","0.6307406","0.7101561","0.4350385","0.5809860","0.8132655","0.5099961","0.6292784","0.6833920","0.8346207","0.5718804","0.5813294","0.5212896","0.8866499","0.4131409","0.7047742","0.8689290"
"-118","0.7741536","0.5384724","0.5701146","0.6901444","0.7212482","0.7934461","0.8112712","0.6715272","0.6819160","0.5443922","0.3478846","0.5839261","0.7646208","0.6748621","0.7784953","0.6766275","0.5380513","0.8194589","0.4501451","0.5499578","0.5086905","0.7739539","0.6932521","0.8614964","0.7878669","0.5918815","0.6705724","0.8452174","0.8306095","0.4023324","0.7388092","0.6588650","0.6555674","0.6281174","0.8126374","0.6249498","0.8355714","0.5609876","0.6306522","0.7120111","0.4356421","0.5819945","0.8126292","0.5098654","0.6284536","0.6840189","0.8349178","0.5725178","0.5816129","0.5211368","0.8878124","0.4134044","0.7058538","0.8687169"
"-117","0.7751021","0.5376268","0.5703368","0.6914957","0.7221248","0.7938568","0.8119831","0.6711435","0.6813778","0.5452813","0.3480397","0.5848499","0.7644141","0.6758028","0.7794640","0.6760939","0.5375434","0.8199792","0.4508706","0.5512138","0.5089558","0.7743449","0.6943527","0.8644266","0.7894325","0.5925703","0.6717299","0.8452174","0.8312721","0.4010072","0.7366362","0.6587671","0.6553898","0.6284189","0.8122253","0.6242798","0.8370206","0.5613478","0.6315370","0.7126295","0.4350385","0.5829342","0.8135836","0.5096041","0.6284536","0.6846457","0.8365023","0.5730326","0.5820769","0.5211368","0.8891688","0.4131116","0.7072032","0.8710498"
"-116","0.7753907","0.5373450","0.5703812","0.6925091","0.7237027","0.7948423","0.8122022","0.6730622","0.6813778","0.5457894","0.3488673","0.5850346","0.7660674","0.6774704","0.7797869","0.6766275","0.5372894","0.8194589","0.4511816","0.5519446","0.5094423","0.7747360","0.6951571","0.8652080","0.7894325","0.5942060","0.6725095","0.8460870","0.8317138","0.4015372","0.7353325","0.6596484","0.6552122","0.6285697","0.8127747","0.6244138","0.8366341","0.5615770","0.6323334","0.7149482","0.4365475","0.5838509","0.8139017","0.5099961","0.6301031","0.6849143","0.8361062","0.5739887","0.5829789","0.5212896","0.8891688","0.4131409","0.7077160","0.8712619"
"-115","0.7760917","0.5364994","0.5699369","0.6935225","0.7254558","0.7950476","0.8130237","0.6722947","0.6805705","0.5466785","0.3485052","0.5854042","0.7654474","0.6789669","0.7801098","0.6774280","0.5360196","0.8210198","0.4508706","0.5531322","0.5091769","0.7752053","0.6962154","0.8669662","0.7899543","0.5954113","0.6735726","0.8478261","0.8319346","0.4012722","0.7379400","0.6599422","0.6559226","0.6295950","0.8137363","0.6242798","0.8376002","0.5616425","0.6322449","0.7157211","0.4365475","0.5847906","0.8146970","0.5101267","0.6296907","0.6857501","0.8366013","0.5744545","0.5840357","0.5219008","0.8897500","0.4137557","0.7084177","0.8723224"
"-114","0.7769989","0.5362176","0.5702924","0.6945359","0.7277349","0.7953351","0.8135166","0.6734459","0.6808396","0.5461705","0.3479880","0.5860046","0.7656541","0.6799076","0.7804327","0.6776948","0.5361043","0.8215401","0.4514925","0.5534063","0.5093981","0.7756746","0.6971467","0.8667709","0.7909980","0.5961000","0.6743758","0.8495652","0.8319346","0.4012722","0.7401130","0.6608236","0.6568105","0.6302886","0.8141484","0.6242798","0.8375036","0.5621664","0.6319795","0.7172670","0.4359439","0.5860512","0.8150151","0.5110414","0.6309278","0.6867351","0.8367994","0.5754352","0.5847573","0.5222064","0.8909126","0.4136679","0.7097671","0.8718982"
"-113","0.7774112","0.5366404","0.5703368","0.6956338","0.7296634","0.7958689","0.8138452","0.6722947","0.6827234","0.5468055","0.3486087","0.5868822","0.7662740","0.6803352","0.7817242","0.6782284","0.5365276","0.8210198","0.4509743","0.5541599","0.5093981","0.7762221","0.6978664","0.8667709","0.7924331","0.5967888","0.6756987","0.8495652","0.8319346","0.3999470","0.7414168","0.6619008","0.6574321","0.6308012","0.8159341","0.6256197","0.8378901","0.5623956","0.6318910","0.7186582","0.4363966","0.5869680","0.8150151","0.5122174","0.6321649","0.6874813","0.8367994","0.5760971","0.5853501","0.5232759","0.8916877","0.4143413","0.7105767","0.8725345"
"-112","0.7778648","0.5362176","0.5703812","0.6958872","0.7326438","0.7961153","0.8141191","0.6726784","0.6843380","0.5479487","0.3485052","0.5872979","0.7668940","0.6817035","0.7826929","0.6798292","0.5370355","0.8204995","0.4521144","0.5547765","0.5099288","0.7756746","0.6991364","0.8679430","0.7939987","0.5977788","0.6768090","0.8513043","0.8332597","0.3996820","0.7418514","0.6619498","0.6575209","0.6319472","0.8162088","0.6253517","0.8379867","0.5623301","0.6320680","0.7200495","0.4373019","0.5879077","0.8142198","0.5122174","0.6334021","0.6885559","0.8364032","0.5769797","0.5854790","0.5237853","0.8938190","0.4143121","0.7120071","0.8742312"
"-111","0.7790194","0.5374859","0.5703368","0.6966472","0.7338710","0.7960742","0.8146120","0.6719110","0.6840689","0.5488378","0.3488673","0.5881293","0.7677206","0.6828152","0.7839845","0.6798292","0.5366969","0.8204995","0.4529436","0.5553246","0.5096634","0.7763786","0.7002371","0.8689197","0.7951729","0.5987689","0.6777775","0.8504348","0.8334806","0.4002120","0.7405476","0.6625863","0.6580536","0.6325804","0.8170330","0.6252177","0.8380833","0.5623629","0.6317140","0.7211316","0.4379055","0.5891224","0.8140608","0.5109108","0.6338144","0.6892126","0.8360071","0.5774945","0.5861234","0.5245493","0.8940128","0.4146341","0.7130597","0.8748674"
